mode,logistics_partner,vehicle_type,fuel_type,distance_in_km_per_route,vehicle_capacity_in_kg,load_capacity_in_kg,average_speed_in_km_per_hr,traffic_condition,no_of_stop,vehicle_age_in_years,engine_norm_type,adjusted_fuel_efficiency_in_km_litre,adjusted_energy_kwh_per_km,total_energy_kwh,fuel_consumption_in_litre,load_factor,c02_emission_kg
Road,Bluedart,van,diesel,110,600.0,120.0,37.7,Heavy,21,2,BS-IV,11.261,,,9.77,0.2,22.471
Road,Bluedart,van,diesel,132,800.0,664.0,25.82,Heavy,17,4,BS-IV,11.614,,,11.408,0.83,26.238
Road,Bluedart,van,diesel,145,1000.0,200.0,39.5,Low,27,3,BS-VI,13.568,,,10.726,0.2,22.525
Road,Bluedart,van,diesel,87,800.0,656.0,39.99,Moderate,24,2,BS-IV,10.658,,,8.256,0.82,18.989
Road,Bluedart,van,diesel,93,800.0,160.0,26.98,Heavy,14,1,BS-VI,11.215,,,8.37,0.2,17.577
Road,Bluedart,van,diesel,154,1000.0,200.0,36.05,Moderate,24,3,BS-IV,9.38,,,16.481,0.2,37.906
Road,Bluedart,van,diesel,119,1200.0,960.0,31.97,Heavy,21,3,BS-III,11.566,,,10.343,0.8,24.823
Road,Bluedart,van,diesel,125,1000.0,720.0,32.34,Moderate,30,1,BS-III,10.998,,,11.389,0.72,27.334
Road,Bluedart,van,diesel,147,600.0,504.0,25.09,Moderate,25,3,BS-VI,12.428,,,11.847,0.84,24.879
Road,Bluedart,van,diesel,136,600.0,336.0,29.5,Moderate,13,3,BS-VI,12.702,,,10.759,0.56,22.594
Road,Bluedart,van,diesel,102,800.0,672.0,25.47,Low,15,2,BS-IV,13.832,,,7.376,0.84,16.965
Road,Bluedart,van,diesel,72,800.0,616.0,36.33,Moderate,16,1,BS-VI,11.143,,,6.54,0.77,13.734
Road,Bluedart,van,diesel,78,1000.0,420.0,27.13,Heavy,19,2,BS-IV,9.44,,,8.367,0.42,19.244
Road,Bluedart,van,diesel,153,600.0,432.0,38.42,Low,20,1,BS-VI,11.181,,,13.694,0.72,28.757
Road,Bluedart,van,diesel,118,1000.0,550.0,26.24,Moderate,16,3,BS-IV,9.926,,,11.985,0.55,27.565
Road,Bluedart,van,diesel,82,600.0,342.0,29.04,Moderate,15,2,BS-VI,9.217,,,8.995,0.57,18.889
Road,Bluedart,van,diesel,117,800.0,160.0,35.42,Moderate,27,4,BS-IV,13.223,,,8.876,0.2,20.415
Road,Bluedart,van,diesel,121,600.0,120.0,26.43,Moderate,25,2,BS-IV,13.021,,,9.338,0.2,21.477
Road,Bluedart,van,diesel,94,800.0,704.0,34.29,Moderate,15,5,BS-VI,13.303,,,7.074,0.88,14.855
Road,Bluedart,van,diesel,79,1200.0,504.0,33.29,Moderate,29,4,BS-III,11.686,,,6.77,0.42,16.248
Road,Bluedart,van,diesel,158,1000.0,740.0,28.92,Low,17,4,BS-IV,14.344,,,11.044,0.74,25.401
Road,Bluedart,van,diesel,61,1200.0,240.0,27.21,Moderate,28,3,BS-VI,12.434,,,4.977,0.2,10.452
Road,Bluedart,van,diesel,92,600.0,312.0,34.54,Low,21,1,BS-VI,12.043,,,7.673,0.52,16.113
Road,Bluedart,van,diesel,129,1200.0,696.0,36.16,Heavy,11,5,BS-VI,8.84,,,14.637,0.58,30.738
Road,Bluedart,van,diesel,96,1200.0,552.0,34.28,Moderate,14,5,BS-III,13.152,,,7.324,0.46,17.578
Road,Bluedart,van,diesel,91,800.0,160.0,36.02,Moderate,20,4,BS-III,9.672,,,9.437,0.2,22.649
Road,Bluedart,van,diesel,70,600.0,462.0,25.77,Moderate,14,6,BS-IV,13.428,,,5.264,0.77,12.107
Road,Bluedart,van,diesel,79,1200.0,852.0,27.3,Low,22,2,BS-III,10.45,,,7.616,0.71,18.278
Road,Bluedart,van,diesel,127,1000.0,200.0,29.17,Moderate,17,5,BS-VI,14.196,,,9.014,0.2,18.929
Road,Bluedart,van,diesel,82,800.0,584.0,34.62,Moderate,28,2,BS-IV,11.465,,,7.22,0.73,16.606
Road,Bluedart,van,electric,84,1200.0,828.91,29.78,Moderate,24,5,Electric,,0.03745,3.1597,,0.6908,2.591
Road,Bluedart,van,electric,83,900.0,842.23,26.61,Low,34,3,Electric,,0.03993,3.333,,0.9358,2.7331
Road,Bluedart,van,electric,153,700.0,454.24,31.62,Moderate,46,0,Electric,,0.03486,5.3346,,0.6489,4.3744
Road,Bluedart,van,electric,107,1200.0,1161.16,25.39,Heavy,44,3,Electric,,0.03563,3.8202,,0.9676,3.1326
Road,Bluedart,van,electric,96,1000.0,912.07,44.07,Moderate,54,5,Electric,,0.04292,4.1323,,0.9121,3.3885
Road,Bluedart,van,electric,167,800.0,554.35,30.46,Moderate,21,3,Electric,,0.03736,6.2757,,0.6929,5.1461
Road,Bluedart,van,electric,148,1000.0,834.51,41.81,Low,59,4,Electric,,0.03292,4.8939,,0.8345,4.013
Road,Bluedart,van,electric,103,1200.0,957.36,26.68,Moderate,28,6,Electric,,0.03994,4.1154,,0.7978,3.3746
Road,Bluedart,van,electric,48,1000.0,596.41,34.09,Moderate,68,3,Electric,,0.03651,1.7543,,0.5964,1.4385
Road,Bluedart,van,electric,192,1000.0,551.36,26.64,Low,67,4,Electric,,0.03265,6.275,,0.5514,5.1455
Road,Bluedart,van,electric,192,800.0,632.07,40.62,Heavy,22,6,Electric,,0.03648,7.0155,,0.7901,5.7527
Road,Bluedart,van,electric,79,700.0,540.96,29.77,Moderate,62,0,Electric,,0.03891,3.0961,,0.7728,2.5388
Road,Bluedart,van,electric,74,900.0,774.12,28.36,Heavy,67,5,Electric,,0.03725,2.7889,,0.8601,2.2869
Road,Bluedart,van,electric,171,900.0,418.37,25.51,Moderate,56,5,Electric,,0.04402,7.5314,,0.4649,6.1757
Road,Bluedart,van,electric,100,800.0,356.48,38.81,Heavy,35,0,Electric,,0.04162,4.1641,,0.4456,3.4146
Road,Bluedart,van,electric,88,1200.0,1059.98,40.92,Heavy,70,0,Electric,,0.03849,3.3967,,0.8833,2.7853
Road,Bluedart,van,electric,108,900.0,397.24,37.95,Low,74,3,Electric,,0.04028,4.372,,0.4414,3.585
Road,Bluedart,van,electric,56,900.0,703.22,41.57,Heavy,29,3,Electric,,0.03731,2.1226,,0.7814,1.7405
Road,Bluedart,van,electric,123,900.0,692.59,43.39,Moderate,49,3,Electric,,0.043,5.3096,,0.7695,4.3539
Road,Bluedart,van,electric,134,900.0,819.93,41.61,Low,37,3,Electric,,0.03501,4.7193,,0.911,3.8698
Road,Bluedart,van,electric,186,1000.0,980.43,30.9,Moderate,71,0,Electric,,0.03832,7.1371,,0.9804,5.8524
Road,Bluedart,van,electric,52,800.0,732.87,39.48,Moderate,74,6,Electric,,0.04133,2.1512,,0.9161,1.764
Road,Bluedart,van,electric,54,1000.0,408.35,35.73,Moderate,43,5,Electric,,0.0421,2.2923,,0.4084,1.8797
Road,Bluedart,van,electric,81,1000.0,893.45,43.81,Low,63,1,Electric,,0.03677,3.0133,,0.8935,2.4709
Road,Bluedart,van,electric,139,1200.0,716.16,37.2,Heavy,24,5,Electric,,0.0452,6.2887,,0.5968,5.1567
Road,Bluedart,van,electric,185,900.0,710.59,27.33,Low,80,0,Electric,,0.03445,6.3905,,0.7895,5.2402
Road,Bluedart,van,electric,118,700.0,378.62,35.75,Moderate,49,2,Electric,,0.04037,4.7968,,0.5409,3.9334
Road,Bluedart,van,electric,158,1200.0,781.77,39.85,Low,76,3,Electric,,0.03892,6.1844,,0.6515,5.0712
Road,Bluedart,van,electric,173,1200.0,773.84,44.03,Low,64,2,Electric,,0.034,5.8953,,0.6449,4.8341
Road,Bluedart,van,electric,111,800.0,730.62,26.99,Heavy,43,4,Electric,,0.04644,5.1618,,0.9133,4.2327
Road,Bluedart,van,hybrid,222,1500.0,1310.1,45.88,Moderate,17,3,BS-IV,17.02,,,13.05,0.8734,30.02
Road,Bluedart,van,hybrid,89,1000.0,891.0,32.98,Low,5,8,BS-IV,18.38,,,4.87,0.891,11.2
Road,Bluedart,van,hybrid,249,800.0,603.28,59.44,Heavy,17,7,BS-VI,15.83,,,15.75,0.7541,33.08
Road,Bluedart,van,hybrid,211,1000.0,504.1,37.3,Low,8,2,BS-VI,17.47,,,12.08,0.5041,25.37
Road,Bluedart,van,hybrid,248,1500.0,1209.45,47.32,Heavy,15,8,BS-VI,12.5,,,10.71,0.8063,36.95
Road,Bluedart,van,hybrid,246,1500.0,1091.1,47.62,Moderate,12,5,BS-IV,17.35,,,14.21,0.7274,32.68
Road,Bluedart,van,hybrid,115,1200.0,1079.88,38.83,Low,9,4,BS-VI,14.8,,,4.43,0.8999,14.46
Road,Bluedart,van,hybrid,190,1500.0,1219.2,45.42,Moderate,5,8,BS-VI,17.12,,,11.13,0.8128,23.37
Road,Bluedart,van,hybrid,125,1000.0,471.7,43.3,Heavy,9,4,BS-IV,15.33,,,8.19,0.4717,18.84
Road,Bluedart,van,hybrid,122,1000.0,874.6,55.71,Low,15,4,BS-IV,15.42,,,3.16,0.8746,13.56
Road,Bluedart,van,hybrid,288,1000.0,702.4,43.52,Low,7,8,BS-IV,13.18,,,9.31,0.7024,38.88
Road,Bluedart,van,hybrid,82,1200.0,915.6,57.13,Moderate,16,8,BS-VI,15.97,,,5.15,0.763,10.82
Road,Bluedart,van,hybrid,297,1000.0,553.8,45.22,Heavy,18,6,BS-VI,15.63,,,19.04,0.5538,39.98
Road,Bluedart,van,hybrid,291,1000.0,528.7,33.41,Low,9,7,BS-IV,18.73,,,15.59,0.5287,35.86
Road,Bluedart,van,hybrid,102,1200.0,690.36,53.79,Low,5,1,BS-VI,20.15,,,5.08,0.5753,10.67
Road,Dtdc,van,diesel,124,800.0,424.0,29.01,Heavy,29,5,BS-III,11.25,,,11.028,0.53,26.467
Road,Dtdc,van,diesel,148,800.0,704.0,26.6,Moderate,30,3,BS-III,12.326,,,12.022,0.88,28.853
Road,Dtdc,van,diesel,116,1200.0,984.0,28.12,Moderate,30,6,BS-VI,10.133,,,11.471,0.82,24.089
Road,Dtdc,van,diesel,88,600.0,120.0,30.68,Heavy,22,5,BS-IV,12.701,,,6.962,0.2,16.013
Road,Dtdc,van,diesel,94,600.0,120.0,35.52,Heavy,21,3,BS-VI,12.196,,,7.786,0.2,16.351
Road,Dtdc,van,diesel,66,800.0,704.0,32.53,Moderate,28,2,BS-VI,10.917,,,6.1,0.88,12.81
Road,Dtdc,van,diesel,79,1200.0,960.0,33.43,Moderate,19,6,BS-VI,11.237,,,7.054,0.8,14.813
Road,Dtdc,van,diesel,87,1000.0,800.0,27.39,Heavy,10,5,BS-VI,8.627,,,10.163,0.8,21.342
Road,Dtdc,van,diesel,152,800.0,160.0,39.04,Low,19,4,BS-IV,10.125,,,15.016,0.2,34.537
Road,Dtdc,van,diesel,133,600.0,282.0,28.26,Moderate,20,3,BS-III,10.19,,,13.09,0.47,31.416
Road,Dtdc,van,diesel,108,800.0,688.0,35.72,Moderate,27,3,BS-VI,11.819,,,9.195,0.86,19.309
Road,Dtdc,van,diesel,96,1000.0,200.0,36.19,Moderate,12,5,BS-IV,12.062,,,8.036,0.2,18.483
Road,Dtdc,van,diesel,102,1000.0,200.0,30.21,Low,19,6,BS-IV,11.704,,,8.748,0.2,20.12
Road,Dtdc,van,diesel,154,600.0,264.0,28.68,Low,10,6,BS-IV,13.056,,,11.813,0.44,27.17
Road,Dtdc,van,diesel,105,1000.0,770.0,38.45,Moderate,25,4,BS-IV,9.08,,,11.655,0.77,26.806
Road,Dtdc,van,diesel,74,800.0,648.0,31.14,Moderate,28,3,BS-III,12.556,,,5.923,0.81,14.215
Road,Dtdc,van,diesel,134,1200.0,852.0,34.59,Moderate,16,2,BS-VI,13.474,,,10.005,0.71,21.011
Road,Dtdc,van,diesel,143,600.0,120.0,31.77,Low,26,4,BS-IV,10.865,,,13.214,0.2,30.392
Road,Dtdc,van,diesel,150,800.0,672.0,26.97,Heavy,16,3,BS-VI,10.465,,,14.372,0.84,30.181
Road,Dtdc,van,diesel,68,1000.0,900.0,31.45,Low,25,3,BS-VI,12.834,,,5.323,0.9,11.178
Road,Dtdc,van,diesel,80,1000.0,890.0,28.41,Moderate,27,4,BS-IV,11.764,,,6.819,0.89,15.684
Road,Dtdc,van,diesel,134,600.0,120.0,26.84,Moderate,27,6,BS-IV,9.685,,,13.908,0.2,31.988
Road,Dtdc,van,diesel,82,800.0,160.0,28.39,Moderate,16,1,BS-III,9.447,,,8.705,0.2,20.892
Road,Dtdc,van,diesel,61,600.0,120.0,29.15,Heavy,15,4,BS-IV,12.954,,,4.761,0.2,10.95
Road,Dtdc,van,diesel,65,1000.0,770.0,34.34,Low,27,1,BS-VI,14.616,,,4.508,0.77,9.467
Road,Dtdc,van,diesel,144,600.0,120.0,30.93,Low,30,1,BS-IV,12.97,,,11.13,0.2,25.599
Road,Dtdc,van,diesel,132,1200.0,240.0,39.97,Moderate,20,5,BS-VI,13.876,,,9.541,0.2,20.036
Road,Dtdc,van,diesel,138,1000.0,450.0,36.46,Low,22,1,BS-VI,11.889,,,11.662,0.45,24.49
Road,Dtdc,van,diesel,113,1200.0,612.0,36.76,Low,15,2,BS-III,13.637,,,8.34,0.51,20.016
Road,Dtdc,van,diesel,117,800.0,416.0,39.52,Moderate,22,4,BS-VI,9.128,,,12.894,0.52,27.077
Road,Dtdc,van,diesel,65,600.0,510.0,25.15,Moderate,30,6,BS-IV,11.597,,,5.669,0.85,13.039
Road,Dtdc,van,diesel,66,1000.0,450.0,38.94,Low,28,5,BS-III,9.934,,,6.688,0.45,16.051
Road,Dtdc,van,diesel,95,1000.0,200.0,31.6,Moderate,22,5,BS-III,14.107,,,6.74,0.2,16.176
Road,Dtdc,van,diesel,103,1000.0,550.0,33.46,Heavy,25,4,BS-III,8.809,,,11.702,0.55,28.085
Road,Dtdc,van,diesel,152,800.0,640.0,38.13,Moderate,21,3,BS-III,9.185,,,16.627,0.8,39.905
Road,Flipkart,van,diesel,90,1200.0,876.0,37.82,Moderate,21,1,BS-VI,14.13,,,6.395,0.73,13.429
Road,Flipkart,van,diesel,105,600.0,120.0,32.13,Low,27,3,BS-III,14.805,,,7.153,0.2,17.167
Road,Flipkart,van,diesel,132,800.0,592.0,35.49,Moderate,21,3,BS-IV,10.283,,,12.874,0.74,29.61
Road,Flipkart,van,diesel,96,1200.0,240.0,38.49,Moderate,20,4,BS-III,9.78,,,9.878,0.2,23.707
Road,Flipkart,van,diesel,62,1200.0,852.0,27.43,Moderate,29,4,BS-IV,12.101,,,5.185,0.71,11.925
Road,Flipkart,van,diesel,65,1000.0,510.0,28.36,Moderate,29,1,BS-IV,10.439,,,6.298,0.51,14.485
Road,Flipkart,van,diesel,95,600.0,120.0,37.92,Moderate,25,5,BS-III,12.596,,,7.616,0.2,18.278
Road,Flipkart,van,diesel,135,600.0,294.0,34.43,Moderate,14,5,BS-III,11.058,,,12.259,0.49,29.422
Road,Flipkart,van,diesel,119,800.0,432.0,32.12,Low,23,6,BS-VI,11.038,,,10.837,0.54,22.758
Road,Flipkart,van,diesel,107,1200.0,948.0,38.31,Moderate,22,1,BS-IV,10.968,,,9.815,0.79,22.574
Road,Flipkart,van,diesel,98,600.0,306.0,34.39,Low,11,4,BS-III,14.841,,,6.607,0.51,15.857
Road,Flipkart,van,diesel,142,600.0,120.0,30.94,Heavy,26,1,BS-VI,12.19,,,11.715,0.2,24.602
Road,Flipkart,van,diesel,69,1000.0,200.0,31.18,Low,25,2,BS-III,15.173,,,4.561,0.2,10.946
Road,Flipkart,van,diesel,131,1200.0,648.0,27.89,Moderate,29,6,BS-VI,12.754,,,10.319,0.54,21.67
Road,Flipkart,van,diesel,90,1000.0,560.0,30.93,Moderate,15,4,BS-IV,9.615,,,9.38,0.56,21.574
Road,Flipkart,van,diesel,62,800.0,472.0,29.71,Moderate,10,2,BS-VI,10.336,,,6.051,0.59,12.707
Road,Flipkart,van,diesel,100,1200.0,552.0,33.69,Moderate,24,2,BS-III,12.472,,,8.043,0.46,19.303
Road,Flipkart,van,diesel,127,1000.0,200.0,37.85,Low,27,6,BS-III,10.989,,,11.618,0.2,27.883
Road,Flipkart,van,diesel,109,600.0,120.0,31.97,Moderate,26,2,BS-IV,12.377,,,8.869,0.2,20.399
Road,Flipkart,van,diesel,132,600.0,120.0,35.22,Low,10,1,BS-III,10.641,,,12.431,0.2,29.834
Road,Flipkart,van,diesel,85,600.0,492.0,30.26,Moderate,23,3,BS-VI,9.304,,,9.177,0.82,19.272
Road,Flipkart,van,diesel,87,600.0,120.0,29.43,Heavy,23,1,BS-VI,10.775,,,8.08,0.2,16.968
Road,Flipkart,van,diesel,115,1000.0,500.0,27.17,Heavy,25,3,BS-IV,12.726,,,9.061,0.5,20.84
Road,Flipkart,van,diesel,110,600.0,510.0,33.48,Moderate,29,5,BS-IV,11.299,,,9.796,0.85,22.531
Road,Flipkart,van,diesel,135,1000.0,123.0,28.16,Moderate,16,4,BS-VI,13.974,,,9.679,0.6,20.326
Road,Flipkart,van,diesel,104,800.0,344.0,34.54,Moderate,17,3,BS-III,11.64,,,9.0,0.43,21.6
Road,Flipkart,van,diesel,90,600.0,318.0,31.42,Moderate,30,4,BS-VI,9.255,,,9.772,0.53,20.521
Road,Flipkart,van,diesel,155,600.0,120.0,30.66,Low,24,3,BS-IV,11.986,,,12.939,0.2,29.76
Road,Flipkart,van,diesel,142,1200.0,240.0,27.87,Moderate,20,1,BS-III,12.178,,,11.692,0.2,28.061
Road,Flipkart,van,diesel,105,1000.0,840.0,28.31,Moderate,28,5,BS-VI,10.206,,,10.324,0.84,21.68
Road,Flipkart,van,electric,114,1200.0,961.1,31.73,Moderate,74,2,Electric,,0.03544,4.0526,,0.8009,3.3231
Road,Flipkart,van,electric,73,900.0,543.78,42.61,Heavy,76,2,Electric,,0.04107,3.0367,,0.6042,2.4901
Road,Flipkart,van,electric,122,800.0,361.09,39.4,Moderate,55,6,Electric,,0.03678,4.5114,,0.4514,3.6993
Road,Flipkart,van,electric,116,1000.0,668.9,25.34,Moderate,34,3,Electric,,0.04122,4.7885,,0.6689,3.9266
Road,Flipkart,van,electric,88,1200.0,745.69,36.07,Moderate,47,5,Electric,,0.04028,3.5845,,0.6214,2.9393
Road,Flipkart,van,electric,96,1000.0,562.55,30.03,Low,66,1,Electric,,0.03457,3.3287,,0.5625,2.7295
Road,Flipkart,van,electric,158,800.0,411.94,39.77,Moderate,66,4,Electric,,0.04452,7.0724,,0.5149,5.7994
Road,Flipkart,van,electric,123,900.0,889.48,41.65,Moderate,34,2,Electric,,0.03577,4.4333,,0.9883,3.6353
Road,Flipkart,van,electric,42,1200.0,571.14,25.91,Low,55,2,Electric,,0.03872,1.6363,,0.4759,1.3418
Road,Flipkart,van,electric,60,1000.0,461.55,25.25,Moderate,50,3,Electric,,0.03803,2.2894,,0.4616,1.8773
Road,Flipkart,van,electric,69,700.0,386.04,42.23,Low,72,0,Electric,,0.03504,2.4353,,0.5515,1.9969
Road,Flipkart,van,electric,51,700.0,343.73,41.22,Moderate,25,1,Electric,,0.03392,1.7588,,0.491,1.4422
Road,Flipkart,van,electric,162,1200.0,909.21,37.37,Heavy,44,3,Electric,,0.04583,7.4387,,0.7577,6.0997
Road,Flipkart,van,electric,87,1200.0,1192.82,31.11,Heavy,23,4,Electric,,0.04733,4.1452,,0.994,3.3991
Road,Flipkart,van,electric,55,800.0,620.25,30.29,Low,30,1,Electric,,0.03338,1.8653,,0.7753,1.5295
Road,Flipkart,van,electric,52,700.0,451.58,38.79,Moderate,38,0,Electric,,0.03507,1.824,,0.6451,1.4957
Road,Flipkart,van,electric,153,1000.0,442.71,29.67,Moderate,70,6,Electric,,0.04119,6.3066,,0.4427,5.1714
Road,Flipkart,van,electric,145,800.0,524.07,35.89,Heavy,29,2,Electric,,0.04429,6.457,,0.6551,5.2947
Road,Flipkart,van,electric,51,800.0,700.46,36.9,Heavy,78,2,Electric,,0.0402,2.0675,,0.8756,1.6953
Road,Flipkart,van,electric,114,900.0,737.86,43.85,Heavy,54,3,Electric,,0.04044,4.6502,,0.8198,3.8132
Road,Amazon,van,electric,135,1000.0,840.72,37.07,Low,25,1,Electric,,0.04185,5.6786,,0.8407,4.6565
Road,Amazon,van,electric,173,1200.0,902.73,25.41,Heavy,72,2,Electric,,0.04159,7.2263,,0.7523,5.9256
Road,Amazon,van,electric,162,800.0,545.84,38.03,Moderate,31,4,Electric,,0.0388,6.2895,,0.6823,5.1574
Road,Amazon,van,electric,170,700.0,477.4,33.17,Moderate,62,0,Electric,,0.04199,7.1501,,0.682,5.8631
Road,Amazon,van,electric,92,1000.0,572.93,43.9,Heavy,22,3,Electric,,0.0359,3.3304,,0.5729,2.7309
Road,Amazon,van,electric,80,700.0,687.48,33.08,Heavy,72,0,Electric,,0.04226,3.3969,,0.9821,2.7855
Road,Amazon,van,electric,126,1000.0,432.52,35.37,Heavy,68,3,Electric,,0.04189,5.3121,,0.4325,4.3559
Road,Amazon,van,electric,161,800.0,448.19,27.62,Moderate,48,5,Electric,,0.03936,6.3606,,0.5602,5.2157
Road,Amazon,van,electric,44,1200.0,1055.51,39.2,Moderate,55,0,Electric,,0.03901,1.7406,,0.8796,1.4273
Road,Amazon,van,electric,54,700.0,473.81,27.35,Low,51,5,Electric,,0.03578,1.9647,,0.6769,1.6111
Road,Amazon,van,electric,152,1000.0,900.83,44.6,Low,49,4,Electric,,0.03423,5.2327,,0.9008,4.2908
Road,Amazon,van,electric,70,1200.0,845.93,42.59,Low,37,6,Electric,,0.04166,2.937,,0.7049,2.4083
Road,Amazon,van,electric,106,1200.0,672.36,25.05,Heavy,39,6,Electric,,0.04276,4.5492,,0.5603,3.7303
Road,Amazon,van,electric,199,1000.0,919.16,33.93,Moderate,42,2,Electric,,0.0398,7.9528,,0.9192,6.5213
Road,Amazon,van,electric,126,1000.0,959.71,42.39,Heavy,35,4,Electric,,0.04033,5.1199,,0.9597,4.1983
Road,Amazon,van,electric,176,1000.0,426.19,39.89,Heavy,78,6,Electric,,0.04001,7.0802,,0.4262,5.8058
Road,Amazon,van,electric,198,800.0,557.76,25.74,Heavy,57,2,Electric,,0.04484,8.885,,0.6972,7.2857
Road,Amazon,van,electric,179,1000.0,459.83,43.21,Low,66,1,Electric,,0.03531,6.3512,,0.4598,5.208
Road,Amazon,van,electric,144,800.0,355.92,40.63,Moderate,41,4,Electric,,0.04113,5.9544,,0.4449,4.8826
Road,Amazon,van,electric,143,900.0,820.26,42.19,Moderate,40,5,Electric,,0.0428,6.1619,,0.9114,5.0528
Road,Amazon,van,electric,161,1200.0,505.85,26.37,Heavy,63,2,Electric,,0.04574,7.387,,0.4215,6.0573
Road,Amazon,van,electric,159,1000.0,987.0,40.21,Heavy,75,0,Electric,,0.03973,6.3361,,0.987,5.1956
Road,Amazon,van,electric,151,700.0,299.32,40.92,Moderate,42,2,Electric,,0.03752,5.667,,0.4276,4.6469
Road,Amazon,van,electric,79,1000.0,739.56,40.85,Low,31,0,Electric,,0.03758,2.9715,,0.7396,2.4366
Road,Amazon,van,electric,101,800.0,558.88,36.66,Low,49,5,Electric,,0.03539,3.5818,,0.6986,2.9371
Road,Amazon,van,electric,80,700.0,657.54,34.31,Moderate,63,4,Electric,,0.03609,2.9179,,0.9393,2.3927
Road,Amazon,van,electric,110,900.0,893.33,30.98,Moderate,64,2,Electric,,0.03893,4.3088,,0.9926,3.5332
Road,Amazon,van,electric,88,1000.0,912.0,27.13,Moderate,56,2,Electric,,0.04001,3.5345,,0.912,2.8983
Road,Amazon,van,electric,198,900.0,371.85,41.6,Moderate,37,0,Electric,,0.0383,7.6152,,0.4132,6.2445
Road,Amazon,van,electric,149,700.0,662.46,39.9,Moderate,69,6,Electric,,0.03755,5.6224,,0.9464,4.6104
Road,Amazon,van,electric,168,800.0,625.58,37.42,Heavy,68,5,Electric,,0.04499,7.5723,,0.782,6.2093
Road,Amazon,van,electric,148,800.0,621.56,43.07,Heavy,22,2,Electric,,0.04408,6.5653,,0.7769,5.3835
Road,Amazon,van,electric,45,900.0,755.47,26.8,Moderate,40,5,Electric,,0.03921,1.7778,,0.8394,1.4578
Road,Amazon,van,electric,72,1200.0,1111.05,32.32,Heavy,78,2,Electric,,0.04487,3.2365,,0.9259,2.6539
Road,Amazon,van,diesel,154,800.0,160.0,30.44,Heavy,24,4,BS-III,9.822,,,15.748,0.2,37.795
Road,Amazon,van,diesel,135,800.0,440.0,35.88,Heavy,20,1,BS-IV,9.162,,,14.788,0.55,34.012
Road,Amazon,van,diesel,127,1000.0,450.0,33.38,Low,11,5,BS-III,11.174,,,11.423,0.45,27.415
Road,Amazon,van,diesel,68,800.0,600.0,25.72,Heavy,28,4,BS-VI,12.611,,,5.394,0.75,11.327
Road,Amazon,van,diesel,77,800.0,656.0,28.0,Moderate,26,2,BS-VI,11.86,,,6.531,0.82,13.715
Road,Amazon,van,diesel,87,600.0,498.0,26.96,Moderate,26,1,BS-IV,10.038,,,8.764,0.83,20.157
Road,Amazon,van,diesel,152,800.0,640.0,39.28,Moderate,28,1,BS-VI,10.406,,,14.627,0.8,30.717
Road,Amazon,van,diesel,93,800.0,160.0,25.98,Low,30,3,BS-III,13.645,,,6.862,0.2,16.469
Road,Amazon,van,diesel,124,600.0,534.0,33.68,Moderate,23,5,BS-VI,12.911,,,9.606,0.89,20.173
Road,Amazon,van,diesel,125,1200.0,696.0,30.0,Low,30,5,BS-VI,14.125,,,8.879,0.58,18.646
Road,Amazon,van,diesel,96,1000.0,200.0,38.31,Low,10,2,BS-III,10.29,,,9.403,0.2,22.567
Road,Amazon,van,diesel,61,1200.0,840.0,37.6,Moderate,12,1,BS-VI,12.462,,,4.945,0.7,10.385
Road,Amazon,van,diesel,105,1000.0,200.0,30.45,Heavy,14,5,BS-III,11.854,,,8.897,0.2,21.353
Road,Amazon,van,diesel,133,800.0,360.0,27.1,Moderate,11,1,BS-VI,9.754,,,13.672,0.45,28.711
Road,Amazon,van,diesel,156,800.0,408.0,33.63,Moderate,26,5,BS-III,11.489,,,13.624,0.51,32.698
Road,Amazon,van,diesel,73,800.0,424.0,37.14,Moderate,27,6,BS-IV,13.364,,,5.522,0.53,12.701
Road,Delhivery,light_truck,diesel,114,2200.0,968.0,37.08,Moderate,19,4,BS-VI,8.448,,,13.557,0.44,28.47
Road,Delhivery,light_truck,diesel,102,1800.0,936.0,26.93,Heavy,10,4,BS-IV,6.666,,,15.441,0.52,35.514
Road,Delhivery,light_truck,diesel,159,1800.0,828.0,37.21,Moderate,12,3,BS-VI,9.07,,,17.632,0.46,37.027
Road,Delhivery,light_truck,diesel,85,1500.0,300.0,28.63,Moderate,8,7,BS-IV,6.951,,,12.333,0.2,28.366
Road,Delhivery,light_truck,diesel,111,2000.0,1040.0,29.05,Moderate,11,6,BS-VI,3.7,,,14.241,0.52,29.906
Road,Delhivery,light_truck,diesel,71,2200.0,1188.0,36.85,Moderate,12,7,BS-VI,6.919,,,10.4,0.54,21.84
Road,Delhivery,light_truck,diesel,111,2000.0,1480.0,35.41,Low,20,5,BS-VI,9.252,,,12.006,0.74,25.213
Road,Delhivery,light_truck,diesel,151,2000.0,1520.0,25.76,Heavy,17,7,BS-VI,5.83,,,25.943,0.76,54.48
Road,Delhivery,light_truck,diesel,79,1500.0,1245.0,36.26,Moderate,8,2,BS-III,9.466,,,8.433,0.83,20.239
Road,Delhivery,light_truck,diesel,147,1500.0,300.0,29.74,Moderate,6,4,BS-VI,8.009,,,18.376,0.2,38.59
Road,Delhivery,light_truck,diesel,75,1500.0,300.0,34.07,Heavy,9,6,BS-IV,8.778,,,8.594,0.2,19.766
